ID,rodada,data,hora,mandante,visitante,formacao_mandante,formacao_visitante,tecnico_mandante,tecnico_visitante,vencedor,estadio,mandante_placar,visitante_placar,mandante_estado,visitante_estado,ano,mes,dia_semana,resultado,total_gols
478,40,2003-11-02,17:00,Vitoria,Goias,,,,,Goias,Barradão,3,4,BA,GO,2003,11,Sunday,Vitória visitante,7
479,40,2003-11-02,18:00,Vasco,Internacional,,,,,Internacional,Batistão,0,1,RJ,RS,2003,11,Sunday,Vitória visitante,1
480,40,2003-11-02,18:00,Sao Paulo,Coritiba,,,,,Sao Paulo,Morumbi,1,0,SP,PR,2003,11,Sunday,Vitória mandante,1
481,41,2003-11-05,20:30,Parana,Figueirense,,,,,-,Estádio do Café,1,1,PR,SC,2003,11,Wednesday,Empate,2
482,41,2003-11-05,20:30,Internacional,Fortaleza,,,,,-,Beira Rio,1,1,RS,CE,2003,11,Wednesday,Empate,2
483,41,2003-11-05,20:30,Juventude,Criciuma,,,,,Juventude,Alfredo Jaconi,3,1,RS,SC,2003,11,Wednesday,Vitória mandante,4
484,41,2003-11-05,21:30,Paysandu,Vasco,,,,,Vasco,Mangueirão,1,2,PA,RJ,2003,11,Wednesday,Vitória visitante,3
485,41,2003-11-05,21:40,Sao Paulo,Fluminense,,,,,Sao Paulo,Morumbi,1,0,SP,RJ,2003,11,Wednesday,Vitória mandante,1
486,41,2003-11-05,21:40,Coritiba,Corinthians,,,,,Coritiba,Couto Pereira,1,0,PR,SP,2003,11,Wednesday,Vitória mandante,1
487,41,2003-11-05,21:40,Santos,Vitoria,,,,,Santos,Vila Belmiro,3,1,SP,BA,2003,11,Wednesday,Vitória mandante,4
488,41,2003-11-05,21:40,Cruzeiro,Gremio,,,,,Cruzeiro,Mineirão,3,0,MG,RS,2003,11,Wednesday,Vitória mandante,3
490,41,2003-11-06,20:30,Goias,Athletico-PR,,,,,Goias,Serra Dourada,4,1,GO,PR,2003,11,Thursday,Vitória mandante,5
492,41,2003-11-06,20:30,Guarani,Sao Caetano,,,,,Sao Caetano,Brinco de Ouro,0,1,SP,SP,2003,11,Thursday,Vitória visitante,1
489,41,2003-11-06,21:30,Bahia,Ponte Preta,,,,,Bahia,Fonte Nova,1,0,BA,SP,2003,11,Thursday,Vitória mandante,1
491,41,2003-11-06,21:30,Flamengo,Atlético-MG,,,,,Flamengo,Maracanã,3,2,RJ,MG,2003,11,Thursday,Vitória mandante,5
493,42,2003-11-08,16:00,Fluminense,Coritiba,,,,,Fluminense,Maracanã,3,2,RJ,PR,2003,11,Saturday,Vitória mandante,5
494,42,2003-11-08,18:00,Gremio,Paysandu,,,,,Gremio,Olímpico,2,0,RS,PA,2003,11,Saturday,Vitória mandante,2
495,42,2003-11-08,18:00,Criciuma,Parana,,,,,Parana,Ressacada,1,2,SC,PR,2003,11,Saturday,Vitória visitante,3
496,42,2003-11-09,16:00,Ponte Preta,Santos,,,,,Santos,Moisés Lucarelli,3,4,SP,SP,2003,11,Sunday,Vitória visitante,7
497,42,2003-11-09,16:00,Vasco,Cruzeiro,,,,,Cruzeiro,Pedro Pedrossian,0,1,RJ,MG,2003,11,Sunday,Vitória visitante,1
498,42,2003-11-09,16:00,Fortaleza,Flamengo,,,,,Fortaleza,Castelão,4,1,CE,RJ,2003,11,Sunday,Vitória mandante,5
499,42,2003-11-09,16:00,Athletico-PR,Sao Paulo,,,,,Athletico-PR,Arena da Baixada,4,3,PR,SP,2003,11,Sunday,Vitória mandante,7
500,42,2003-11-09,16:00,Sao Caetano,Bahia,,,,,Sao Caetano,Anacleto Campanella,4,1,SP,BA,2003,11,Sunday,Vitória mandante,5
501,42,2003-11-09,16:00,Figueirense,Juventude,,,,,Figueirense,Orlando Scarpelli,2,1,SC,RS,2003,11,Sunday,Vitória mandante,3
502,42,2003-11-09,17:00,Vitoria,Guarani,,,,,-,Barradão,0,0,BA,SP,2003,11,Sunday,Empate,0
503,42,2003-11-09,18:00,Corinthians,Goias,,,,,Corinthians,Pacaembu,2,0,SP,GO,2003,11,Sunday,Vitória mandante,2
504,42,2003-11-09,18:00,Atlético-MG,Internacional,,,,,Internacional,Independência,1,2,MG,RS,2003,11,Sunday,Vitória visitante,3
505,43,2003-11-22,17:00,Figueirense,Internacional,,,,,Figueirense,Orlando Scarpelli,3,2,SC,RS,2003,11,Saturday,Vitória mandante,5
506,43,2003-11-22,17:00,Atlético-MG,Fortaleza,,,,,Atletico-MG,Ipatingão,2,0,MG,CE,2003,11,Saturday,Vitória mandante,2
507,43,2003-11-22,17:00,Coritiba,Ponte Preta,,,,,-,Couto Pereira,1,1,PR,SP,2003,11,Saturday,Empate,2
508,43,2003-11-22,18:00,Gremio,Vasco,,,,,Gremio,Olímpico,4,3,RS,RJ,2003,11,Saturday,Vitória mandante,7
509,43,2003-11-22,18:00,Flamengo,Criciuma,,,,,Flamengo,Maracanã,1,0,RJ,SC,2003,11,Saturday,Vitória mandante,1
510,43,2003-11-23,16:00,Santos,Fluminense,,,,,Santos,Vila Belmiro,3,1,SP,RJ,2003,11,Sunday,Vitória mandante,4
511,43,2003-11-23,16:00,Parana,Cruzeiro,,,,,Cruzeiro,Pinheirão,1,3,PR,MG,2003,11,Sunday,Vitória visitante,4
512,43,2003-11-23,17:00,Sao Caetano,Goias,,,,,Sao Caetano,Anacleto Campanella,1,0,SP,GO,2003,11,Sunday,Vitória mandante,1
513,43,2003-11-23,17:00,Bahia,Athletico-PR,,,,,Athletico-PR,Fonte Nova,0,2,BA,PR,2003,11,Sunday,Vitória visitante,2
514,43,2003-11-23,18:00,Sao Paulo,Vitoria,,,,,Sao Paulo,Morumbi,3,1,SP,BA,2003,11,Sunday,Vitória mandante,4
515,43,2003-11-23,18:00,Guarani,Corinthians,,,,,Corinthians,Brinco de Ouro,0,1,SP,SP,2003,11,Sunday,Vitória visitante,1
516,43,2003-11-23,18:00,Paysandu,Juventude,,,,,Paysandu,Mangueirão,3,2,PA,RS,2003,11,Sunday,Vitória mandante,5
517,44,2003-11-29,17:00,Vasco,Figueirense,,,,,Vasco,São Januário,1,0,RJ,SC,2003,11,Saturday,Vitória mandante,1
518,44,2003-11-29,17:00,Juventude,Atlético-MG,,,,,Juventude,Alfredo Jaconi,1,0,RS,MG,2003,11,Saturday,Vitória mandante,1
519,44,2003-11-29,17:00,Athletico-PR,Guarani,,,,,Athletico-PR,Arena da Baixada,3,1,PR,SP,2003,11,Saturday,Vitória mandante,4
520,44,2003-11-29,18:00,Fluminense,Sao Caetano,,,,,Fluminense,Maracanã,2,1,RJ,SP,2003,11,Saturday,Vitória mandante,3
521,44,2003-11-29,18:00,Internacional,Flamengo,,,,,Internacional,Beira Rio,3,1,RS,RJ,2003,11,Saturday,Vitória mandante,4
522,44,2003-11-30,16:00,Goias,Santos,,,,,Goias,Serra Dourada,3,0,GO,SP,2003,11,Sunday,Vitória mandante,3
523,44,2003-11-30,16:00,Fortaleza,Parana,,,,,Fortaleza,Castelão,5,3,CE,PR,2003,11,Sunday,Vitória mandante,8
524,44,2003-11-30,16:00,Criciuma,Gremio,,,,,Gremio,Heriberto Hulse,0,2,SC,RS,2003,11,Sunday,Vitória visitante,2
528,44,2003-11-30,16:00,Cruzeiro,Paysandu,,,,,Cruzeiro,Mineirão,2,1,MG,PA,2003,11,Sunday,Vitória mandante,3
525,44,2003-11-30,17:00,Vitoria,Coritiba,,,,,Vitoria,Barradão,1,0,BA,PR,2003,11,Sunday,Vitória mandante,1
526,44,2003-11-30,18:00,Ponte Preta,Sao Paulo,,,,,Sao Paulo,Moisés Lucarelli,1,2,SP,SP,2003,11,Sunday,Vitória visitante,3
527,44,2003-11-30,18:00,Corinthians,Bahia,,,,,Bahia,Pacaembu,1,2,SP,BA,2003,11,Sunday,Vitória visitante,3
529,45,2003-12-06,17:00,Vitoria,Atlético-MG,,,,,Atletico-MG,Barradão,0,1,BA,MG,2003,12,Saturday,Vitória visitante,1
530,45,2003-12-06,17:00,Goias,Figueirense,,,,,Figueirense,Serra Dourada,0,3,GO,SC,2003,12,Saturday,Vitória visitante,3
531,45,2003-12-06,18:00,Athletico-PR,Vasco,,,,,-,Arena da Baixada,2,2,PR,RJ,2003,12,Saturday,Empate,4
532,45,2003-12-06,18:00,Corinthians,Parana,,,,,-,Pacaembu,1,1,SP,PR,2003,12,Saturday,Empate,2
533,45,2003-12-07,16:00,Cruzeiro,Fluminense,,,,,Cruzeiro,Mineirão,5,2,MG,RJ,2003,12,Sunday,Vitória mandante,7
534,45,2003-12-07,16:00,Guarani,Paysandu,,,,,Guarani,Brinco de Ouro,2,1,SP,PA,2003,12,Sunday,Vitória mandante,3
535,45,2003-12-07,16:00,Santos,Gremio,,,,,-,Vila Belmiro,2,2,SP,RS,2003,12,Sunday,Empate,4
536,45,2003-12-07,16:00,Flamengo,Ponte Preta,,,,,-,Maracanã,1,1,RJ,SP,2003,12,Sunday,Empate,2
537,45,2003-12-07,16:00,Criciuma,Bahia,,,,,Criciuma,Heriberto Hulse,3,2,SC,BA,2003,12,Sunday,Vitória mandante,5
538,45,2003-12-07,16:00,Fortaleza,Coritiba,,,,,-,Presidente Vargas,2,2,CE,PR,2003,12,Sunday,Empate,4
539,45,2003-12-07,18:00,Internacional,Sao Paulo,,,,,-,Beira Rio,1,1,RS,SP,2003,12,Sunday,Empate,2
540,45,2003-12-07,18:00,Juventude,Sao Caetano,,,,,Juventude,Alfredo Jaconi,2,1,RS,SP,2003,12,Sunday,Vitória mandante,3
541,46,2003-12-13,16:00,Parana,Vitoria,,,,,Parana,Pinheirão,2,0,PR,BA,2003,12,Saturday,Vitória mandante,2
542,46,2003-12-13,16:00,Coritiba,Criciuma,,,,,Coritiba,Couto Pereira,2,0,PR,SC,2003,12,Saturday,Vitória mandante,2
543,46,2003-12-13,16:00,Atlético-MG,Goias,,,,,Atletico-MG,Ipatingão,3,2,MG,GO,2003,12,Saturday,Vitória mandante,5
544,46,2003-12-13,16:00,Figueirense,Guarani,,,,,Figueirense,Orlando Scarpelli,2,0,SC,SP,2003,12,Saturday,Vitória mandante,2
545,46,2003-12-13,16:00,Sao Caetano,Internacional,,,,,Sao Caetano,Anacleto Campanella,5,0,SP,RS,2003,12,Saturday,Vitória mandante,5
546,46,2003-12-14,16:00,Gremio,Corinthians,,,,,Gremio,Olímpico,3,0,RS,SP,2003,12,Sunday,Vitória mandante,3
547,46,2003-12-14,16:00,Ponte Preta,Fortaleza,,,,,Ponte Preta,Moisés Lucarelli,2,0,SP,CE,2003,12,Sunday,Vitória mandante,2
548,46,2003-12-14,16:00,Bahia,Cruzeiro,,,,,Cruzeiro,Fonte Nova,0,7,BA,MG,2003,12,Sunday,Vitória visitante,7
549,46,2003-12-14,16:00,Fluminense,Juventude,,,,,Fluminense,Maracanã,1,0,RJ,RS,2003,12,Sunday,Vitória mandante,1
550,46,2003-12-14,16:00,Paysandu,Athletico-PR,,,,,-,Mangueirão,2,2,PA,PR,2003,12,Sunday,Empate,4
551,46,2003-12-14,18:00,Vasco,Santos,,,,,-,São Januário,1,1,RJ,SP,2003,12,Sunday,Empate,2
552,46,2003-12-14,18:00,Sao Paulo,Flamengo,,,,,Flamengo,Morumbi,1,3,SP,RJ,2003,12,Sunday,Vitória visitante,4
553,1,2004-04-21,16:00,Botafogo-RJ,Goias,,,,,Goias,Caio Martins,1,4,RJ,GO,2004,4,Wednesday,Vitória visitante,5
554,1,2004-04-21,16:00,Figueirense,Internacional,,,,,Figueirense,Orlando Scarpelli,1,0,SC,RS,2004,4,Wednesday,Vitória mandante,1
555,1,2004-04-21,16:00,Sao Caetano,Vitoria,,,,,Sao Caetano,Anacleto Campanella,1,0,SP,BA,2004,4,Wednesday,Vitória mandante,1
556,1,2004-04-21,18:00,Cruzeiro,Juventude,,,,,Cruzeiro,Ipatingão,2,1,MG,RS,2004,4,Wednesday,Vitória mandante,3
557,1,2004-04-21,18:00,Palmeiras,Atlético-MG,,,,,-,Parque Antártica,0,0,SP,MG,2004,4,Wednesday,Empate,0
558,1,2004-04-21,21:45,Gremio,Flamengo,,,,,-,Olímpico,0,0,RS,RJ,2004,4,Wednesday,Empate,0
559,1,2004-04-21,21:45,Ponte Preta,Corinthians,,,,,Ponte Preta,Moisés Lucarelli,3,2,SP,SP,2004,4,Wednesday,Vitória mandante,5
560,1,2004-04-21,21:45,Parana,Santos,,,,,Parana,Pinheirão,3,2,PR,SP,2004,4,Wednesday,Vitória mandante,5
561,1,2004-04-22,20:30,Coritiba,Guarani,,,,,Coritiba,Couto Pereira,1,0,PR,SP,2004,4,Thursday,Vitória mandante,1
562,1,2004-04-22,20:30,Vasco,Criciuma,,,,,Criciuma,São Januário,0,1,RJ,SC,2004,4,Thursday,Vitória visitante,1
563,1,2004-04-22,20:30,Paysandu,Fluminense,,,,,-,Mangueirão,3,3,PA,RJ,2004,4,Thursday,Empate,6
564,1,2004-04-22,20:30,Sao Paulo,Athletico-PR,,,,,Sao Paulo,Morumbi,1,0,SP,PR,2004,4,Thursday,Vitória mandante,1
565,2,2004-04-24,16:00,Flamengo,Ponte Preta,,,,,-,Raulino de Oliveira,0,0,RJ,SP,2004,4,Saturday,Empate,0
566,2,2004-04-24,16:00,Goias,Cruzeiro,,,,,-,Serra Dourada,2,2,GO,MG,2004,4,Saturday,Empate,4
567,2,2004-04-24,16:00,Juventude,Gremio,,,,,-,Alfredo Jaconi,1,1,RS,RS,2004,4,Saturday,Empate,2
568,2,2004-04-25,16:00,Internacional,Palmeiras,,,,,Internacional,Beira Rio,1,0,RS,SP,2004,4,Sunday,Vitória mandante,1
569,2,2004-04-25,16:00,Atlético-MG,Vasco,,,,,-,Mineirão,1,1,MG,RJ,2004,4,Sunday,Empate,2
570,2,2004-04-25,16:00,Fluminense,Coritiba,,,,,-,Maracanã,1,1,RJ,PR,2004,4,Sunday,Empate,2
571,2,2004-04-25,16:00,Corinthians,Paysandu,,,,,Corinthians,Pacaembu,2,1,SP,PA,2004,4,Sunday,Vitória mandante,3
572,2,2004-04-25,16:00,Guarani,Sao Caetano,,,,,-,Brinco de Ouro,1,1,SP,SP,2004,4,Sunday,Empate,2
573,2,2004-04-25,16:00,Athletico-PR,Figueirense,,,,,Figueirense,Arena da Baixada,0,3,PR,SC,2004,4,Sunday,Vitória visitante,3
574,2,2004-04-25,17:00,Vitoria,Parana,,,,,Vitoria,Barradão,6,1,BA,PR,2004,4,Sunday,Vitória mandante,7
575,2,2004-04-25,18:00,Criciuma,Sao Paulo,,,,,-,Heriberto Hulse,1,1,SC,SP,2004,4,Sunday,Empate,2
576,2,2004-04-25,18:00,Santos,Botafogo-RJ,,,,,Santos,Vila Belmiro,2,0,SP,RJ,2004,4,Sunday,Vitória mandante,2
577,3,2004-04-28,20:30,Botafogo-RJ,Atlético-MG,,,,,-,Caio Martins,2,2,RJ,MG,2004,4,Wednesday,Empate,4
578,3,2004-04-28,20:30,Coritiba,Internacional,,,,,-,Couto Pereira,1,1,PR,RS,2004,4,Wednesday,Empate,2
579,3,2004-04-28,20:30,Paysandu,Athletico-PR,,,,,Athletico-PR,Mangueirão,0,3,PA,PR,2004,4,Wednesday,Vitória visitante,3
580,3,2004-04-28,20:30,Cruzeiro,Criciuma,,,,,-,Independência,2,2,MG,SC,2004,4,Wednesday,Empate,4
581,3,2004-04-28,20:30,Ponte Preta,Goias,,,,,Ponte Preta,Moisés Lucarelli,2,0,SP,GO,2004,4,Wednesday,Vitória mandante,2
582,3,2004-04-28,21:45,Gremio,Corinthians,,,,,Gremio,Olímpico,4,0,RS,SP,2004,4,Wednesday,Vitória mandante,4
583,3,2004-04-28,21:45,Figueirense,Santos,,,,,Figueirense,Orlando Scarpelli,2,1,SC,SP,2004,4,Wednesday,Vitória mandante,3
584,3,2004-04-28,21:45,Sao Paulo,Fluminense,,,,,Sao Paulo,Morumbi,1,0,SP,RJ,2004,4,Wednesday,Vitória mandante,1
585,3,2004-04-29,20:30,Parana,Flamengo,,,,,Parana,Pinheirão,2,1,PR,RJ,2004,4,Thursday,Vitória mandante,3
586,3,2004-04-29,20:30,Vasco,Guarani,,,,,Guarani,São Januário,0,1,RJ,SP,2004,4,Thursday,Vitória visitante,1
587,3,2004-04-29,20:30,Palmeiras,Vitoria,,,,,-,Parque Antártica,2,2,SP,BA,2004,4,Thursday,Empate,4
589,4,2004-05-01,16:00,Internacional,Paysandu,,,,,Internacional,Beira Rio,1,0,RS,PA,2004,5,Saturday,Vitória mandante,1
590,4,2004-05-01,16:00,Criciuma,Botafogo-RJ,,,,,Criciuma,Heriberto Hulse,1,0,SC,RJ,2004,5,Saturday,Vitória mandante,1
591,4,2004-05-01,18:00,Atlético-MG,Ponte Preta,,,,,Ponte Preta,Independência,1,2,MG,SP,2004,5,Saturday,Vitória visitante,3
592,4,2004-05-01,18:00,Goias,Gremio,,,,,Goias,Serra Dourada,4,0,GO,RS,2004,5,Saturday,Vitória mandante,4
593,4,2004-05-02,16:00,Flamengo,Sao Caetano,,,,,-,Raulino de Oliveira,1,1,RJ,SP,2004,5,Sunday,Empate,2
594,4,2004-05-02,16:00,Santos,Cruzeiro,,,,,Cruzeiro,Vila Belmiro,1,3,SP,MG,2004,5,Sunday,Vitória visitante,4
595,4,2004-05-02,16:00,Fluminense,Vasco,,,,,Fluminense,Maracanã,1,0,RJ,RJ,2004,5,Sunday,Vitória mandante,1
596,4,2004-05-02,16:00,Corinthians,Palmeiras,,,,,Palmeiras,Morumbi,0,4,SP,SP,2004,5,Sunday,Vitória visitante,4
597,4,2004-05-02,16:00,Juventude,Parana,,,,,Juventude,Alfredo Jaconi,4,0,RS,PR,2004,5,Sunday,Vitória mandante,4
598,4,2004-05-02,17:00,Vitoria,Figueirense,,,,,Vitoria,Barradão,3,1,BA,SC,2004,5,Sunday,Vitória mandante,4
599,4,2004-05-02,18:00,Guarani,Sao Paulo,,,,,Sao Paulo,Brinco de Ouro,2,3,SP,SP,2004,5,Sunday,Vitória visitante,5
600,4,2004-05-02,18:00,Athletico-PR,Coritiba,,,,,-,Arena da Baixada,1,1,PR,PR,2004,5,Sunday,Empate,2
601,5,2004-05-08,16:00,Santos,Juventude,,,,,Santos,Vila Belmiro,2,1,SP,RS,2004,5,Saturday,Vitória mandante,3
602,5,2004-05-08,16:00,Parana,Cruzeiro,,,,,Parana,Pinheirão,2,0,PR,MG,2004,5,Saturday,Vitória mandante,2
603,5,2004-05-08,16:00,Guarani,Athletico-PR,,,,,-,Brinco de Ouro,0,0,SP,PR,2004,5,Saturday,Empate,0
604,5,2004-05-08,16:00,Sao Caetano,Criciuma,,,,,Sao Caetano,Anacleto Campanella,5,0,SP,SC,2004,5,Saturday,Vitória mandante,5
605,5,2004-05-08,18:00,Vasco,Gremio,,,,,-,São Januário,1,1,RJ,RS,2004,5,Saturday,Empate,2
606,5,2004-05-08,18:00,Palmeiras,Ponte Preta,,,,,Palmeiras,Parque Antártica,3,0,SP,SP,2004,5,Saturday,Vitória mandante,3
607,5,2004-05-09,16:00,Internacional,Fluminense,,,,,-,Beira Rio,0,0,RS,RJ,2004,5,Sunday,Empate,0
608,5,2004-05-09,16:00,Atlético-MG,Corinthians,,,,,-,Independência,2,2,MG,SP,2004,5,Sunday,Empate,4
609,5,2004-05-09,16:00,Botafogo-RJ,Paysandu,,,,,-,Caio Martins,2,2,RJ,PA,2004,5,Sunday,Empate,4
610,5,2004-05-09,17:00,Goias,Figueirense,,,,,Goias,Serra Dourada,1,0,GO,SC,2004,5,Sunday,Vitória mandante,1
611,5,2004-05-09,18:00,Vitoria,Flamengo,,,,,Vitoria,Barradão,5,1,BA,RJ,2004,5,Sunday,Vitória mandante,6
612,5,2004-05-09,18:00,Coritiba,Sao Paulo,,,,,Sao Paulo,Couto Pereira,1,2,PR,SP,2004,5,Sunday,Vitória visitante,3
613,6,2004-05-15,18:00,Paysandu,Vasco,,,,,Vasco,Mangueirão,1,2,PA,RJ,2004,5,Saturday,Vitória visitante,3
614,6,2004-05-15,18:00,Athletico-PR,Santos,,,,,Athletico-PR,Arena da Baixada,1,0,PR,SP,2004,5,Saturday,Vitória mandante,1
615,6,2004-05-16,16:00,Cruzeiro,Palmeiras,,,,,Cruzeiro,Independência,2,1,MG,SP,2004,5,Sunday,Vitória mandante,3
616,6,2004-05-16,16:00,Flamengo,Internacional,,,,,Internacional,Raulino de Oliveira,1,2,RJ,RS,2004,5,Sunday,Vitória visitante,3
617,6,2004-05-16,16:00,Figueirense,Sao Caetano,,,,,Figueirense,Orlando Scarpelli,1,0,SC,SP,2004,5,Sunday,Vitória mandante,1
618,6,2004-05-16,16:00,Criciuma,Goias,,,,,Criciuma,Heriberto Hulse,7,2,SC,GO,2004,5,Sunday,Vitória mandante,9
619,6,2004-05-16,16:00,Juventude,Atlético-MG,,,,,-,Alfredo Jaconi,1,1,RS,MG,2004,5,Sunday,Empate,2
620,6,2004-05-16,16:00,Ponte Preta,Coritiba,,,,,-,Moisés Lucarelli,0,0,SP,PR,2004,5,Sunday,Empate,0
621,6,2004-05-16,18:00,Gremio,Botafogo-RJ,,,,,-,Olímpico,2,2,RS,RJ,2004,5,Sunday,Empate,4
622,6,2004-05-16,18:00,Sao Paulo,Parana,,,,,-,Morumbi,2,2,SP,PR,2004,5,Sunday,Empate,4
623,6,2004-05-16,18:30,Fluminense,Vitoria,,,,,Fluminense,Maracanã,1,0,RJ,BA,2004,5,Sunday,Vitória mandante,1
624,6,2004-05-16,19:00,Corinthians,Guarani,,,,,Corinthians,Pacaembu,1,0,SP,SP,2004,5,Sunday,Vitória mandante,1
625,7,2004-05-22,16:00,Botafogo-RJ,Figueirense,,,,,-,Caio Martins,1,1,RJ,SC,2004,5,Saturday,Empate,2
626,7,2004-05-22,16:00,Paysandu,Gremio,,,,,Gremio,Mangueirão,1,3,PA,RS,2004,5,Saturday,Vitória visitante,4
627,7,2004-05-22,18:00,Internacional,Goias,,,,,Internacional,Beira Rio,1,0,RS,GO,2004,5,Saturday,Vitória mandante,1
628,7,2004-05-22,18:00,Coritiba,Atlético-MG,,,,,Atletico-MG,Couto Pereira,0,1,PR,MG,2004,5,Saturday,Vitória visitante,1
629,7,2004-05-23,16:00,Santos,Palmeiras,,,,,Palmeiras,Vila Belmiro,0,4,SP,SP,2004,5,Sunday,Vitória visitante,4
630,7,2004-05-23,16:00,Flamengo,Fluminense,,,,,Fluminense,Maracanã,1,2,RJ,RJ,2004,5,Sunday,Vitória visitante,3
631,7,2004-05-23,16:00,Sao Caetano,Vasco,,,,,Sao Caetano,Anacleto Campanella,3,2,SP,RJ,2004,5,Sunday,Vitória mandante,5
632,7,2004-05-23,16:00,Parana,Ponte Preta,,,,,Ponte Preta,Pinheirão,0,1,PR,SP,2004,5,Sunday,Vitória visitante,1
633,7,2004-05-23,16:00,Criciuma,Vitoria,,,,,Criciuma,Heriberto Hulse,2,0,SC,BA,2004,5,Sunday,Vitória mandante,2
634,7,2004-05-23,16:00,Juventude,Guarani,,,,,Juventude,Alfredo Jaconi,2,0,RS,SP,2004,5,Sunday,Vitória mandante,2
635,7,2004-05-23,18:00,Corinthians,Athletico-PR,,,,,Athletico-PR,Pacaembu,0,5,SP,PR,2004,5,Sunday,Vitória visitante,5
636,7,2004-05-23,18:00,Cruzeiro,Sao Paulo,,,,,Cruzeiro,Mineirão,2,1,MG,SP,2004,5,Sunday,Vitória mandante,3
637,8,2004-05-29,16:00,Fluminense,Criciuma,,,,,-,Maracanã,1,1,RJ,SC,2004,5,Saturday,Empate,2
638,8,2004-05-29,16:00,Ponte Preta,Juventude,,,,,Juventude,Moisés Lucarelli,0,1,SP,RS,2004,5,Saturday,Vitória visitante,1
639,8,2004-05-29,16:00,Figueirense,Paysandu,,,,,-,Orlando Scarpelli,1,1,SC,PA,2004,5,Saturday,Empate,2
640,8,2004-05-29,18:00,Palmeiras,Coritiba,,,,,Palmeiras,Parque Antártica,2,0,SP,PR,2004,5,Saturday,Vitória mandante,2
641,8,2004-05-29,18:00,Vitoria,Internacional,,,,,Vitoria,Barradão,2,1,BA,RS,2004,5,Saturday,Vitória mandante,3
642,8,2004-05-30,16:00,Atlético-MG,Santos,,,,,-,Mineirão,3,3,MG,SP,2004,5,Sunday,Empate,6
643,8,2004-05-30,16:00,Vasco,Botafogo-RJ,,,,,Vasco,Maracanã,4,0,RJ,RJ,2004,5,Sunday,Vitória mandante,4
644,8,2004-05-30,16:00,Sao Paulo,Corinthians,,,,,-,Morumbi,1,1,SP,SP,2004,5,Sunday,Empate,2
645,8,2004-05-30,16:00,Guarani,Parana,,,,,Guarani,Brinco de Ouro,1,0,SP,PR,2004,5,Sunday,Vitória mandante,1
646,8,2004-05-30,16:00,Goias,Flamengo,,,,,-,Serra Dourada,2,2,GO,RJ,2004,5,Sunday,Empate,4
647,8,2004-05-30,18:00,Athletico-PR,Cruzeiro,,,,,Athletico-PR,Arena da Baixada,3,1,PR,MG,2004,5,Sunday,Vitória mandante,4
648,8,2004-05-30,18:00,Gremio,Sao Caetano,,,,,Sao Caetano,Olímpico,1,2,RS,SP,2004,5,Sunday,Vitória visitante,3
649,9,2004-06-12,16:00,Fluminense,Guarani,,,,,-,Raulino de Oliveira,1,1,RJ,SP,2004,6,Saturday,Empate,2
650,9,2004-06-12,16:00,Parana,Botafogo-RJ,,,,,-,Pinheirão,1,1,PR,RJ,2004,6,Saturday,Empate,2
651,9,2004-06-12,18:00,Internacional,Atlético-MG,,,,,Internacional,Beira Rio,4,1,RS,MG,2004,6,Saturday,Vitória mandante,5
652,9,2004-06-12,18:00,Sao Paulo,Gremio,,,,,Sao Paulo,Morumbi,3,2,SP,RS,2004,6,Saturday,Vitória mandante,5
653,9,2004-06-13,16:00,Goias,Corinthians,,,,,-,Serra Dourada,1,1,GO,SP,2004,6,Sunday,Empate,2
654,9,2004-06-13,16:00,Palmeiras,Vasco,,,,,-,Parque Antártica,2,2,SP,RJ,2004,6,Sunday,Empate,4
655,9,2004-06-13,16:00,Cruzeiro,Paysandu,,,,,Cruzeiro,Mineirão,1,0,MG,PA,2004,6,Sunday,Vitória mandante,1
656,9,2004-06-13,16:00,Coritiba,Sao Caetano,,,,,Coritiba,Couto Pereira,1,0,PR,SP,2004,6,Sunday,Vitória mandante,1
657,9,2004-06-13,16:00,Criciuma,Juventude,,,,,Criciuma,Heriberto Hulse,2,0,SC,RS,2004,6,Sunday,Vitória mandante,2
658,9,2004-06-13,16:00,Ponte Preta,Figueirense,,,,,Figueirense,Moisés Lucarelli,0,2,SP,SC,2004,6,Sunday,Vitória visitante,2
659,9,2004-06-13,18:00,Flamengo,Athletico-PR,,,,,Flamengo,Raulino de Oliveira,3,0,RJ,PR,2004,6,Sunday,Vitória mandante,3
660,9,2004-06-13,18:00,Vitoria,Santos,,,,,Santos,Barradão,1,2,BA,SP,2004,6,Sunday,Vitória visitante,3
661,10,2004-06-19,16:00,Gremio,Coritiba,,,,,-,Olímpico,1,1,RS,PR,2004,6,Saturday,Empate,2
662,10,2004-06-19,16:00,Athletico-PR,Vitoria,,,,,Vitoria,Arena da Baixada,1,3,PR,BA,2004,6,Saturday,Vitória visitante,4
663,10,2004-06-19,18:00,Vasco,Parana,,,,,-,São Januário,0,0,RJ,PR,2004,6,Saturday,Empate,0
664,10,2004-06-19,18:00,Figueirense,Cruzeiro,,,,,-,Orlando Scarpelli,0,0,SC,MG,2004,6,Saturday,Empate,0
665,10,2004-06-20,16:00,Sao Caetano,Palmeiras,,,,,-,Anacleto Campanella,1,1,SP,SP,2004,6,Sunday,Empate,2
666,10,2004-06-20,16:00,Corinthians,Flamengo,,,,,-,Mj José Levi Sobrinho,1,1,SP,RJ,2004,6,Sunday,Empate,2
