ID,rodada,data,hora,mandante,visitante,formacao_mandante,formacao_visitante,tecnico_mandante,tecnico_visitante,vencedor,estadio,mandante_placar,visitante_placar,mandante_estado,visitante_estado,ano,mes,dia_semana,resultado,total_gols
1,1,2003-03-29,16:00,Guarani,Vasco,,,,,Guarani,Brinco de Ouro,4,2,SP,RJ,2003,3,Saturday,Vitória mandante,6
2,1,2003-03-29,16:00,Athletico-PR,Gremio,,,,,Athletico-PR,Arena da Baixada,2,0,PR,RS,2003,3,Saturday,Vitória mandante,2
3,1,2003-03-30,16:00,Flamengo,Coritiba,,,,,-,Maracanã,1,1,RJ,PR,2003,3,Sunday,Empate,2
4,1,2003-03-30,16:00,Goias,Paysandu,,,,,-,Serra Dourada,2,2,GO,PA,2003,3,Sunday,Empate,4
5,1,2003-03-30,16:00,Internacional,Ponte Preta,,,,,-,Beira Rio,1,1,RS,SP,2003,3,Sunday,Empate,2
6,1,2003-03-30,16:00,Criciuma,Fluminense,,,,,Criciuma,Heriberto Hulse,2,0,SC,RJ,2003,3,Sunday,Vitória mandante,2
7,1,2003-03-30,16:00,Juventude,Sao Paulo,,,,,-,Alfredo Jaconi,2,2,RS,SP,2003,3,Sunday,Empate,4
8,1,2003-03-30,16:00,Fortaleza,Bahia,,,,,-,Castelão,0,0,CE,BA,2003,3,Sunday,Empate,0
9,1,2003-03-30,16:00,Cruzeiro,Sao Caetano,,,,,-,Mineirão,2,2,MG,SP,2003,3,Sunday,Empate,4
10,1,2003-03-30,16:00,Vitoria,Figueirense,,,,,-,Barradão,1,1,BA,SC,2003,3,Sunday,Empate,2
11,1,2003-03-30,18:00,Santos,Parana,,,,,-,Vila Belmiro,2,2,SP,PR,2003,3,Sunday,Empate,4
12,1,2003-03-30,18:00,Corinthians,Atlético-MG,,,,,Atletico-MG,Pacaembu,0,3,SP,MG,2003,3,Sunday,Vitória visitante,3
13,2,2003-04-05,16:00,Fluminense,Fortaleza,,,,,-,Maracanã,1,1,RJ,CE,2003,4,Saturday,Empate,2
14,2,2003-04-05,16:00,Atlético-MG,Santos,,,,,-,Mineirão,0,0,MG,SP,2003,4,Saturday,Empate,0
15,2,2003-04-05,16:00,Coritiba,Internacional,,,,,Internacional,Couto Pereira,0,1,PR,RS,2003,4,Saturday,Vitória visitante,1
16,2,2003-04-05,18:00,Gremio,Guarani,,,,,Gremio,Olímpico,3,1,RS,SP,2003,4,Saturday,Vitória mandante,4
17,2,2003-04-06,16:00,Bahia,Flamengo,,,,,Flamengo,Fonte Nova,1,2,BA,RJ,2003,4,Sunday,Vitória visitante,3
18,2,2003-04-06,16:00,Figueirense,Corinthians,,,,,-,Orlando Scarpelli,3,3,SC,SP,2003,4,Sunday,Empate,6
19,2,2003-04-06,16:00,Paysandu,Vitoria,,,,,Vitoria,Mangueirão,1,2,PA,BA,2003,4,Sunday,Vitória visitante,3
20,2,2003-04-06,16:00,Ponte Preta,Juventude,,,,,Ponte Preta,Moisés Lucarelli,1,0,SP,RS,2003,4,Sunday,Vitória mandante,1
21,2,2003-04-06,16:00,Parana,Athletico-PR,,,,,Parana,Pinheirão,3,0,PR,PR,2003,4,Sunday,Vitória mandante,3
22,2,2003-04-06,16:00,Sao Caetano,Criciuma,,,,,Sao Caetano,Anacleto Campanella,3,2,SP,SC,2003,4,Sunday,Vitória mandante,5
23,2,2003-04-06,18:00,Sao Paulo,Cruzeiro,,,,,Cruzeiro,Morumbi,2,4,SP,MG,2003,4,Sunday,Vitória visitante,6
24,2,2003-04-06,18:00,Vasco,Goias,,,,,Vasco,São Januário,6,4,RJ,GO,2003,4,Sunday,Vitória mandante,10
25,4,2003-04-09,21:40,Paysandu,Santos,,,,,Paysandu,Mangueirão,2,1,PA,SP,2003,4,Wednesday,Vitória mandante,3
37,3,2003-04-12,16:00,Internacional,Bahia,,,,,Internacional,Beira Rio,2,0,RS,BA,2003,4,Saturday,Vitória mandante,2
38,3,2003-04-12,16:00,Santos,Figueirense,,,,,Santos,Vila Belmiro,2,0,SP,SC,2003,4,Saturday,Vitória mandante,2
39,3,2003-04-12,16:00,Athletico-PR,Atlético-MG,,,,,Atletico-MG,Arena da Baixada,1,2,PR,MG,2003,4,Saturday,Vitória visitante,3
40,3,2003-04-12,18:00,Corinthians,Paysandu,,,,,Corinthians,Pacaembu,6,1,SP,PA,2003,4,Saturday,Vitória mandante,7
41,3,2003-04-13,16:00,Vitoria,Vasco,,,,,Vitoria,Barradão,2,1,BA,RJ,2003,4,Sunday,Vitória mandante,3
42,3,2003-04-13,16:00,Criciuma,Sao Paulo,,,,,-,Heriberto Hulse,1,1,SC,SP,2003,4,Sunday,Empate,2
43,3,2003-04-13,16:00,Fortaleza,Sao Caetano,,,,,-,Presidente Vargas,1,1,CE,SP,2003,4,Sunday,Empate,2
44,3,2003-04-13,16:00,Juventude,Coritiba,,,,,Juventude,Alfredo Jaconi,2,1,RS,PR,2003,4,Sunday,Vitória mandante,3
45,3,2003-04-13,16:00,Guarani,Parana,,,,,Guarani,Brinco de Ouro,2,0,SP,PR,2003,4,Sunday,Vitória mandante,2
46,3,2003-04-13,16:00,Goias,Gremio,,,,,-,Serra Dourada,1,1,GO,RS,2003,4,Sunday,Empate,2
47,3,2003-04-13,18:00,Cruzeiro,Ponte Preta,,,,,Cruzeiro,Mineirão,3,0,MG,SP,2003,4,Sunday,Vitória mandante,3
48,3,2003-04-13,18:00,Flamengo,Fluminense,,,,,Flamengo,Maracanã,4,1,RJ,RJ,2003,4,Sunday,Vitória mandante,5
26,4,2003-04-16,20:30,Bahia,Juventude,,,,,Bahia,Fonte Nova,3,1,BA,RS,2003,4,Wednesday,Vitória mandante,4
27,4,2003-04-16,20:30,Gremio,Vitoria,,,,,Gremio,Olímpico,2,1,RS,BA,2003,4,Wednesday,Vitória mandante,3
28,4,2003-04-16,20:30,Atlético-MG,Guarani,,,,,Atletico-MG,Mineirão,3,2,MG,SP,2003,4,Wednesday,Vitória mandante,5
29,4,2003-04-16,20:30,Figueirense,Athletico-PR,,,,,-,Orlando Scarpelli,1,1,SC,PR,2003,4,Wednesday,Empate,2
30,4,2003-04-16,20:30,Ponte Preta,Criciuma,,,,,-,Moisés Lucarelli,1,1,SP,SC,2003,4,Wednesday,Empate,2
31,4,2003-04-16,21:40,Sao Caetano,Flamengo,,,,,-,Anacleto Campanella,1,1,SP,RJ,2003,4,Wednesday,Empate,2
32,4,2003-04-16,21:40,Vasco,Corinthians,,,,,-,São Januário,2,2,RJ,SP,2003,4,Wednesday,Empate,4
33,4,2003-04-16,21:40,Coritiba,Cruzeiro,,,,,Cruzeiro,Couto Pereira,3,4,PR,MG,2003,4,Wednesday,Vitória visitante,7
34,4,2003-04-17,20:30,Fluminense,Internacional,,,,,Fluminense,Maracanã,3,1,RJ,RS,2003,4,Thursday,Vitória mandante,4
35,4,2003-04-17,20:30,Sao Paulo,Fortaleza,,,,,Sao Paulo,Morumbi,3,1,SP,CE,2003,4,Thursday,Vitória mandante,4
36,4,2003-04-17,20:30,Parana,Goias,,,,,Parana,Pinheirão,3,1,PR,GO,2003,4,Thursday,Vitória mandante,4
144,12,2003-04-18,20:30,Flamengo,Cruzeiro,,,,,Flamengo,Maracanã,3,0,RJ,MG,2003,4,Friday,Vitória mandante,3
49,5,2003-04-19,16:00,Bahia,Atlético-MG,,,,,Atletico-MG,Fonte Nova,2,4,BA,MG,2003,4,Saturday,Vitória visitante,6
50,5,2003-04-19,16:00,Sao Caetano,Gremio,,,,,-,Anacleto Campanella,1,1,SP,RS,2003,4,Saturday,Empate,2
51,5,2003-04-19,18:00,Flamengo,Santos,,,,,Santos,Maracanã,0,2,RJ,SP,2003,4,Saturday,Vitória visitante,2
52,5,2003-04-20,16:00,Sao Paulo,Vasco,,,,,Sao Paulo,Morumbi,3,1,SP,RJ,2003,4,Sunday,Vitória mandante,4
53,5,2003-04-20,16:00,Internacional,Corinthians,,,,,Internacional,Beira Rio,2,1,RS,SP,2003,4,Sunday,Vitória mandante,3
54,5,2003-04-20,16:00,Criciuma,Guarani,,,,,Criciuma,Heriberto Hulse,1,0,SC,SP,2003,4,Sunday,Vitória mandante,1
55,5,2003-04-20,16:00,Juventude,Vitoria,,,,,-,Alfredo Jaconi,1,1,RS,BA,2003,4,Sunday,Empate,2
56,5,2003-04-20,16:00,Fortaleza,Athletico-PR,,,,,Fortaleza,Presidente Vargas,1,0,CE,PR,2003,4,Sunday,Vitória mandante,1
57,5,2003-04-20,16:00,Ponte Preta,Paysandu,,,,,-,Moisés Lucarelli,4,4,SP,PA,2003,4,Sunday,Empate,8
58,5,2003-04-20,18:00,Cruzeiro,Goias,,,,,Cruzeiro,Mineirão,4,1,MG,GO,2003,4,Sunday,Vitória mandante,5
59,5,2003-04-20,18:00,Fluminense,Parana,,,,,-,Maracanã,0,0,RJ,PR,2003,4,Sunday,Empate,0
60,5,2003-04-21,20:30,Coritiba,Figueirense,,,,,Coritiba,Couto Pereira,1,0,PR,SC,2003,4,Monday,Vitória mandante,1
61,6,2003-04-26,16:00,Atlético-MG,Coritiba,,,,,Coritiba,Mineirão,1,2,MG,PR,2003,4,Saturday,Vitória visitante,3
62,6,2003-04-26,16:00,Parana,Bahia,,,,,Parana,Pinheirão,3,1,PR,BA,2003,4,Saturday,Vitória mandante,4
63,6,2003-04-26,16:00,Vitoria,Internacional,,,,,Internacional,Barradão,0,3,BA,RS,2003,4,Saturday,Vitória visitante,3
64,6,2003-04-26,18:00,Guarani,Cruzeiro,,,,,-,Brinco de Ouro,1,1,SP,MG,2003,4,Saturday,Empate,2
65,6,2003-04-27,16:00,Corinthians,Flamengo,,,,,-,Pacaembu,1,1,SP,RJ,2003,4,Sunday,Empate,2
66,6,2003-04-27,16:00,Goias,Juventude,,,,,Goias,Serra Dourada,7,0,GO,RS,2003,4,Sunday,Vitória mandante,7
67,6,2003-04-27,16:00,Figueirense,Ponte Preta,,,,,-,Orlando Scarpelli,0,0,SC,SP,2003,4,Sunday,Empate,0
68,6,2003-04-27,16:00,Santos,Fortaleza,,,,,Santos,Vila Belmiro,4,0,SP,CE,2003,4,Sunday,Vitória mandante,4
69,6,2003-04-27,16:00,Gremio,Fluminense,,,,,Fluminense,Olímpico,0,1,RS,RJ,2003,4,Sunday,Vitória visitante,1
70,6,2003-04-27,16:00,Athletico-PR,Criciuma,,,,,Athletico-PR,Arena da Baixada,5,2,PR,SC,2003,4,Sunday,Vitória mandante,7
71,6,2003-04-27,18:00,Paysandu,Sao Paulo,,,,,Paysandu,Mangueirão,5,2,PA,SP,2003,4,Sunday,Vitória mandante,7
72,6,2003-04-27,18:00,Vasco,Sao Caetano,,,,,Vasco,São Januário,1,0,RJ,SP,2003,4,Sunday,Vitória mandante,1
73,7,2003-05-03,16:00,Flamengo,Vitoria,,,,,Flamengo,Maracanã,2,1,RJ,BA,2003,5,Saturday,Vitória mandante,3
74,7,2003-05-03,16:00,Bahia,Gremio,,,,,Bahia,Fonte Nova,2,1,BA,RS,2003,5,Saturday,Vitória mandante,3
75,7,2003-05-03,18:00,Cruzeiro,Athletico-PR,,,,,Cruzeiro,Mineirão,5,2,MG,PR,2003,5,Saturday,Vitória mandante,7
76,7,2003-05-04,16:00,Fortaleza,Corinthians,,,,,Corinthians,Castelão,1,2,CE,SP,2003,5,Sunday,Vitória visitante,3
77,7,2003-05-04,16:00,Sao Paulo,Figueirense,,,,,Sao Paulo,Morumbi,3,2,SP,SC,2003,5,Sunday,Vitória mandante,5
78,7,2003-05-04,16:00,Sao Caetano,Paysandu,,,,,Sao Caetano,Anacleto Campanella,2,0,SP,PA,2003,5,Sunday,Vitória mandante,2
79,7,2003-05-04,16:00,Internacional,Goias,,,,,Internacional,Beira Rio,2,1,RS,GO,2003,5,Sunday,Vitória mandante,3
80,7,2003-05-04,16:00,Ponte Preta,Atlético-MG,,,,,Ponte Preta,Moisés Lucarelli,2,1,SP,MG,2003,5,Sunday,Vitória mandante,3
81,7,2003-05-04,16:00,Juventude,Guarani,,,,,-,Alfredo Jaconi,1,1,RS,SP,2003,5,Sunday,Empate,2
82,7,2003-05-04,16:00,Coritiba,Parana,,,,,Coritiba,Couto Pereira,2,1,PR,PR,2003,5,Sunday,Vitória mandante,3
83,7,2003-05-04,18:00,Criciuma,Santos,,,,,Santos,Heriberto Hulse,1,3,SC,SP,2003,5,Sunday,Vitória visitante,4
84,7,2003-05-04,18:00,Fluminense,Vasco,,,,,-,Maracanã,0,0,RJ,RJ,2003,5,Sunday,Empate,0
85,8,2003-05-10,16:00,Goias,Flamengo,,,,,-,Serra Dourada,1,1,GO,RJ,2003,5,Saturday,Empate,2
86,8,2003-05-10,16:00,Santos,Cruzeiro,,,,,Cruzeiro,Vila Belmiro,0,2,SP,MG,2003,5,Saturday,Vitória visitante,2
87,8,2003-05-10,16:00,Parana,Ponte Preta,,,,,Parana,Pinheirão,3,2,PR,SP,2003,5,Saturday,Vitória mandante,5
88,8,2003-05-10,18:00,Corinthians,Criciuma,,,,,Corinthians,Pacaembu,3,0,SP,SC,2003,5,Saturday,Vitória mandante,3
89,8,2003-05-11,16:00,Vasco,Bahia,,,,,-,São Januário,1,1,RJ,BA,2003,5,Sunday,Empate,2
90,8,2003-05-11,16:00,Paysandu,Fluminense,,,,,-,Mangueirão,2,2,PA,RJ,2003,5,Sunday,Empate,4
91,8,2003-05-11,16:00,Atlético-MG,Sao Paulo,,,,,-,Mineirão,2,2,MG,SP,2003,5,Sunday,Empate,4
92,8,2003-05-11,16:00,Vitoria,Fortaleza,,,,,Vitoria,Barradão,2,1,BA,CE,2003,5,Sunday,Vitória mandante,3
93,8,2003-05-11,16:00,Guarani,Internacional,,,,,Guarani,Brinco de Ouro,3,0,SP,RS,2003,5,Sunday,Vitória mandante,3
94,8,2003-05-11,16:00,Athletico-PR,Juventude,,,,,Athletico-PR,Arena da Baixada,2,0,PR,RS,2003,5,Sunday,Vitória mandante,2
95,8,2003-05-11,16:00,Figueirense,Sao Caetano,,,,,Figueirense,Orlando Scarpelli,3,0,SC,SP,2003,5,Sunday,Vitória mandante,3
96,8,2003-05-11,18:00,Gremio,Coritiba,,,,,Gremio,Olímpico,1,0,RS,PR,2003,5,Sunday,Vitória mandante,1
97,9,2003-05-17,16:00,Fluminense,Figueirense,,,,,Fluminense,Maracanã,3,0,RJ,SC,2003,5,Saturday,Vitória mandante,3
98,9,2003-05-17,16:00,Sao Caetano,Atlético-MG,,,,,Sao Caetano,Anacleto Campanella,2,0,SP,MG,2003,5,Saturday,Vitória mandante,2
99,9,2003-05-17,18:00,Juventude,Santos,,,,,-,Alfredo Jaconi,1,1,RS,SP,2003,5,Saturday,Empate,2
100,9,2003-05-18,16:00,Bahia,Paysandu,,,,,Bahia,Fonte Nova,2,0,BA,PA,2003,5,Sunday,Vitória mandante,2
101,9,2003-05-18,16:00,Internacional,Athletico-PR,,,,,-,Beira Rio,1,1,RS,PR,2003,5,Sunday,Empate,2
102,9,2003-05-18,16:00,Coritiba,Vasco,,,,,-,Couto Pereira,1,1,PR,RJ,2003,5,Sunday,Empate,2
103,9,2003-05-18,16:00,Cruzeiro,Corinthians,,,,,-,Mineirão,1,1,MG,SP,2003,5,Sunday,Empate,2
104,9,2003-05-18,16:00,Fortaleza,Goias,,,,,Fortaleza,Castelão,1,0,CE,GO,2003,5,Sunday,Vitória mandante,1
105,9,2003-05-18,16:00,Ponte Preta,Gremio,,,,,Ponte Preta,Moisés Lucarelli,2,1,SP,RS,2003,5,Sunday,Vitória mandante,3
106,9,2003-05-18,16:00,Criciuma,Vitoria,,,,,-,Heriberto Hulse,1,1,SC,BA,2003,5,Sunday,Empate,2
107,9,2003-05-18,18:00,Flamengo,Guarani,,,,,-,Maracanã,1,1,RJ,SP,2003,5,Sunday,Empate,2
108,9,2003-05-18,18:00,Sao Paulo,Parana,,,,,Sao Paulo,Morumbi,2,0,SP,PR,2003,5,Sunday,Vitória mandante,2
109,10,2003-05-24,16:00,Atlético-MG,Fluminense,,,,,Atletico-MG,Independência,3,0,MG,RJ,2003,5,Saturday,Vitória mandante,3
110,10,2003-05-24,16:00,Parana,Sao Caetano,,,,,-,Pinheirão,1,1,PR,SP,2003,5,Saturday,Empate,2
111,10,2003-05-24,16:00,Corinthians,Juventude,,,,,Corinthians,Pacaembu,3,0,SP,RS,2003,5,Saturday,Vitória mandante,3
112,10,2003-05-24,18:00,Vasco,Ponte Preta,,,,,Vasco,São Januário,1,0,RJ,SP,2003,5,Saturday,Vitória mandante,1
113,10,2003-05-25,16:00,Athletico-PR,Flamengo,,,,,Athletico-PR,Arena da Baixada,4,1,PR,RJ,2003,5,Sunday,Vitória mandante,5
114,10,2003-05-25,16:00,Paysandu,Coritiba,,,,,Coritiba,Mangueirão,1,3,PA,PR,2003,5,Sunday,Vitória visitante,4
115,10,2003-05-25,16:00,Goias,Criciuma,,,,,Criciuma,Serra Dourada,0,2,GO,SC,2003,5,Sunday,Vitória visitante,2
116,10,2003-05-25,16:00,Gremio,Sao Paulo,,,,,Sao Paulo,Olímpico,1,2,RS,SP,2003,5,Sunday,Vitória visitante,3
117,10,2003-05-25,16:00,Guarani,Fortaleza,,,,,Guarani,Brinco de Ouro,2,1,SP,CE,2003,5,Sunday,Vitória mandante,3
118,10,2003-05-25,16:00,Figueirense,Bahia,,,,,Figueirense,Orlando Scarpelli,1,0,SC,BA,2003,5,Sunday,Vitória mandante,1
119,10,2003-05-25,18:00,Vitoria,Cruzeiro,,,,,Vitoria,Barradão,2,1,BA,MG,2003,5,Sunday,Vitória mandante,3
120,10,2003-05-25,18:00,Santos,Internacional,,,,,Santos,Vila Belmiro,2,1,SP,RS,2003,5,Sunday,Vitória mandante,3
121,11,2003-05-31,16:00,Fluminense,Athletico-PR,,,,,Fluminense,Édson Passos,2,1,RJ,PR,2003,5,Saturday,Vitória mandante,3
122,11,2003-05-31,16:00,Cruzeiro,Criciuma,,,,,Cruzeiro,Mineirão,2,0,MG,SC,2003,5,Saturday,Vitória mandante,2
123,11,2003-05-31,16:00,Coritiba,Guarani,,,,,Coritiba,Couto Pereira,3,2,PR,SP,2003,5,Saturday,Vitória mandante,5
124,11,2003-05-31,16:00,Ponte Preta,Sao Caetano,,,,,-,Moisés Lucarelli,0,0,SP,SP,2003,5,Saturday,Empate,0
125,11,2003-05-31,18:00,Internacional,Paysandu,,,,,Internacional,Beira Rio,2,1,RS,PA,2003,5,Saturday,Vitória mandante,3
126,11,2003-06-01,16:00,Parana,Flamengo,,,,,Parana,Pinheirão,6,2,PR,RJ,2003,6,Sunday,Vitória mandante,8
127,11,2003-06-01,16:00,Bahia,Goias,,,,,Bahia,Fonte Nova,2,1,BA,GO,2003,6,Sunday,Vitória mandante,3
128,11,2003-06-01,16:00,Fortaleza,Juventude,,,,,Fortaleza,Castelão,3,1,CE,RS,2003,6,Sunday,Vitória mandante,4
129,11,2003-06-01,16:00,Figueirense,Gremio,,,,,Figueirense,Orlando Scarpelli,2,1,SC,RS,2003,6,Sunday,Vitória mandante,3
130,11,2003-06-01,16:00,Santos,Sao Paulo,,,,,Santos,Vila Belmiro,3,2,SP,SP,2003,6,Sunday,Vitória mandante,5
131,11,2003-06-01,18:00,Corinthians,Vitoria,,,,,Corinthians,Pacaembu,4,0,SP,BA,2003,6,Sunday,Vitória mandante,4
132,11,2003-06-01,18:00,Vasco,Atlético-MG,,,,,-,São Januário,2,2,RJ,MG,2003,6,Sunday,Empate,4
133,12,2003-06-07,16:00,Vitoria,Fluminense,,,,,Vitoria,Barradão,2,1,BA,RJ,2003,6,Saturday,Vitória mandante,3
134,12,2003-06-07,16:00,Guarani,Santos,,,,,Santos,Brinco de Ouro,1,2,SP,SP,2003,6,Saturday,Vitória visitante,3
135,12,2003-06-07,16:00,Gremio,Fortaleza,,,,,Gremio,Olímpico,3,1,RS,CE,2003,6,Saturday,Vitória mandante,4
136,12,2003-06-07,18:00,Atlético-MG,Figueirense,,,,,-,Independência,1,1,MG,SC,2003,6,Saturday,Empate,2
137,12,2003-06-08,16:00,Paysandu,Parana,,,,,Paysandu,Mangueirão,3,0,PA,PR,2003,6,Sunday,Vitória mandante,3
138,12,2003-06-08,16:00,Juventude,Vasco,,,,,-,Alfredo Jaconi,0,0,RS,RJ,2003,6,Sunday,Empate,0
139,12,2003-06-08,16:00,Athletico-PR,Ponte Preta,,,,,Athletico-PR,Arena da Baixada,4,2,PR,SP,2003,6,Sunday,Vitória mandante,6
140,12,2003-06-08,16:00,Goias,Coritiba,,,,,Coritiba,Serra Dourada,1,2,GO,PR,2003,6,Sunday,Vitória visitante,3
141,12,2003-06-08,16:00,Sao Caetano,Corinthians,,,,,Sao Caetano,Anacleto Campanella,1,0,SP,SP,2003,6,Sunday,Vitória mandante,1
142,12,2003-06-08,18:00,Criciuma,Internacional,,,,,Criciuma,Heriberto Hulse,1,0,SC,RS,2003,6,Sunday,Vitória mandante,1
143,12,2003-06-08,18:00,Sao Paulo,Bahia,,,,,-,Morumbi,2,2,SP,BA,2003,6,Sunday,Empate,4
145,13,2003-06-14,16:00,Fluminense,Goias,,,,,Goias,Maracanã,2,3,RJ,GO,2003,6,Saturday,Vitória visitante,5
146,13,2003-06-14,16:00,Ponte Preta,Guarani,,,,,Guarani,Moisés Lucarelli,0,2,SP,SP,2003,6,Saturday,Vitória visitante,2
147,13,2003-06-14,18:00,Coritiba,Athletico-PR,,,,,Coritiba,Couto Pereira,2,0,PR,PR,2003,6,Saturday,Vitória mandante,2
148,13,2003-06-15,16:00,Corinthians,Sao Paulo,,,,,Sao Paulo,Morumbi,1,2,SP,SP,2003,6,Sunday,Vitória visitante,3
149,13,2003-06-15,16:00,Fortaleza,Paysandu,,,,,Paysandu,Presidente Vargas,1,2,CE,PA,2003,6,Sunday,Vitória visitante,3
150,13,2003-06-15,16:00,Parana,Juventude,,,,,Juventude,Pinheirão,1,2,PR,RS,2003,6,Sunday,Vitória visitante,3
151,13,2003-06-15,16:00,Gremio,Internacional,,,,,-,Olímpico,0,0,RS,RS,2003,6,Sunday,Empate,0
152,13,2003-06-15,16:00,Santos,Sao Caetano,,,,,Sao Caetano,Vila Belmiro,0,1,SP,SP,2003,6,Sunday,Vitória visitante,1
153,13,2003-06-15,16:00,Criciuma,Figueirense,,,,,Criciuma,Heriberto Hulse,1,0,SC,SC,2003,6,Sunday,Vitória mandante,1
154,13,2003-06-15,16:00,Bahia,Vitoria,,,,,Bahia,Fonte Nova,2,1,BA,BA,2003,6,Sunday,Vitória mandante,3
155,13,2003-06-15,18:00,Vasco,Flamengo,,,,,Flamengo,Maracanã,1,2,RJ,RJ,2003,6,Sunday,Vitória visitante,3
156,13,2003-06-15,18:00,Cruzeiro,Atlético-MG,,,,,-,Mineirão,0,0,MG,MG,2003,6,Sunday,Empate,0
157,14,2003-06-19,16:00,Bahia,Coritiba,,,,,-,Fonte Nova,2,2,BA,PR,2003,6,Thursday,Empate,4
158,14,2003-06-21,16:00,Vasco,Criciuma,,,,,Vasco,São Januário,2,0,RJ,SC,2003,6,Saturday,Vitória mandante,2
159,14,2003-06-21,16:00,Atlético-MG,Gremio,,,,,Atletico-MG,Mineirão,3,2,MG,RS,2003,6,Saturday,Vitória mandante,5
160,14,2003-06-21,16:00,Internacional,Parana,,,,,Internacional,Beira Rio,2,1,RS,PR,2003,6,Saturday,Vitória mandante,3
161,14,2003-06-21,18:00,Sao Paulo,Goias,,,,,Sao Paulo,Morumbi,1,0,SP,GO,2003,6,Saturday,Vitória mandante,1
162,14,2003-06-22,16:00,Paysandu,Flamengo,,,,,-,Mangueirão,2,2,PA,RJ,2003,6,Sunday,Empate,4
163,14,2003-06-22,16:00,Ponte Preta,Corinthians,,,,,-,Moisés Lucarelli,3,3,SP,SP,2003,6,Sunday,Empate,6
164,14,2003-06-22,16:00,Sao Caetano,Vitoria,,,,,Sao Caetano,Anacleto Campanella,2,1,SP,BA,2003,6,Sunday,Vitória mandante,3
165,14,2003-06-22,16:00,Figueirense,Fortaleza,,,,,-,Orlando Scarpelli,2,2,SC,CE,2003,6,Sunday,Empate,4
166,14,2003-06-22,18:00,Juventude,Cruzeiro,,,,,Cruzeiro,Alfredo Jaconi,0,1,RS,MG,2003,6,Sunday,Vitória visitante,1
167,14,2003-06-22,18:00,Fluminense,Guarani,,,,,Fluminense,Maracanã,5,2,RJ,SP,2003,6,Sunday,Vitória mandante,7
168,15,2003-06-28,16:00,Fortaleza,Vasco,,,,,Vasco,Castelão,0,1,CE,RJ,2003,6,Saturday,Vitória visitante,1
169,15,2003-06-28,16:00,Coritiba,Sao Caetano,,,,,Coritiba,Couto Pereira,2,0,PR,SP,2003,6,Saturday,Vitória mandante,2
170,15,2003-06-28,16:00,Gremio,Juventude,,,,,Juventude,Olímpico,1,4,RS,RS,2003,6,Saturday,Vitória visitante,5
171,15,2003-06-28,16:00,Santos,Bahia,,,,,Santos,Vila Belmiro,4,0,SP,BA,2003,6,Saturday,Vitória mandante,4
172,15,2003-06-28,18:00,Flamengo,Figueirense,,,,,Figueirense,Maracanã,0,2,RJ,SC,2003,6,Saturday,Vitória visitante,2
173,15,2003-06-29,16:00,Corinthians,Fluminense,,,,,Corinthians,Pacaembu,1,0,SP,RJ,2003,6,Sunday,Vitória mandante,1
174,15,2003-06-29,16:00,Guarani,Sao Paulo,,,,,Sao Paulo,Brinco de Ouro,0,1,SP,SP,2003,6,Sunday,Vitória visitante,1
175,15,2003-06-29,16:00,Criciuma,Paysandu,,,,,Criciuma,Heriberto Hulse,2,0,SC,PA,2003,6,Sunday,Vitória mandante,2
176,15,2003-06-29,16:00,Vitoria,Athletico-PR,,,,,Vitoria,Barradão,1,0,BA,PR,2003,6,Sunday,Vitória mandante,1
177,15,2003-06-29,18:00,Cruzeiro,Internacional,,,,,Cruzeiro,Mineirão,3,2,MG,RS,2003,6,Sunday,Vitória mandante,5
178,15,2003-06-29,18:00,Parana,Atlético-MG,,,,,-,Pinheirão,1,1,PR,MG,2003,6,Sunday,Empate,2
181,16,2003-07-05,16:00,Vasco,Parana,,,,,Parana,São Januário,1,4,RJ,PR,2003,7,Saturday,Vitória visitante,5
182,16,2003-07-05,16:00,Sao Paulo,Sao Caetano,,,,,-,Morumbi,1,1,SP,SP,2003,7,Saturday,Empate,2
183,16,2003-07-05,16:00,Figueirense,Cruzeiro,,,,,Figueirense,Orlando Scarpelli,1,0,SC,MG,2003,7,Saturday,Vitória mandante,1
184,16,2003-07-05,16:00,Atlético-MG,Paysandu,,,,,Atletico-MG,Independência,3,2,MG,PA,2003,7,Saturday,Vitória mandante,5
185,16,2003-07-06,16:00,Gremio,Flamengo,,,,,Gremio,Olímpico,2,0,RS,RJ,2003,7,Sunday,Vitória mandante,2
186,16,2003-07-06,16:00,Guarani,Goias,,,,,Guarani,Brinco de Ouro,3,2,SP,GO,2003,7,Sunday,Vitória mandante,5
187,16,2003-07-06,16:00,Athletico-PR,Corinthians,,,,,Athletico-PR,Arena da Baixada,3,1,PR,SP,2003,7,Sunday,Vitória mandante,4
188,16,2003-07-06,16:00,Juventude,Internacional,,,,,-,Alfredo Jaconi,1,1,RS,RS,2003,7,Sunday,Empate,2
189,16,2003-07-06,16:00,Fortaleza,Criciuma,,,,,Criciuma,Presidente Vargas,0,1,CE,SC,2003,7,Sunday,Vitória visitante,1
190,16,2003-07-06,16:00,Vitoria,Ponte Preta,,,,,Ponte Preta,Barradão,1,4,BA,SP,2003,7,Sunday,Vitória visitante,5
191,16,2003-07-06,18:00,Santos,Coritiba,,,,,Santos,Vila Belmiro,3,1,SP,PR,2003,7,Sunday,Vitória mandante,4
192,16,2003-07-06,18:00,Fluminense,Bahia,,,,,Fluminense,Maracanã,1,0,RJ,BA,2003,7,Sunday,Vitória mandante,1
